AREACD,AREANM,Male 0-4,Male 5-9,Male 10-14,Male 15,Male 16,Male 17,Male 18,Male 19,Male 20,Male 21,Male 22,Male 23,Male 24,Male 25-29,Male 30-34,Male 35-39,Male 40-44,Male 45-49,Male 50-54,Male 55-59,Male 60-64,Male 65-69,Male 70-74,Male 75-79,Male 80-84,Male 85-89,Male 90+,Female 0-4,Female 5-9,Female 10-14,Female 15,Female 16,Female 17,Female 18,Female 19,Female 20,Female 21,Female 22,Female 23,Female 24,Female 25-29,Female 30-34,Female 35-39,Female 40-44,Female 45-49,Female 50-54,Female 55-59,Female 60-64,Female 65-69,Female 70-74,Female 75-79,Female 80-84,Female 85-89,Female 90+
E07000110,Maidstone,6.5,6.8,6.4,1.2,1.2,1,1.1,0.9,0.9,1,1,1.2,1.1,6.3,6.4,6.4,6.1,6.8,7.5,6.7,5.5,4.8,5.3,3.4,2.4,1.3,0.5,6,6.1,5.8,1.1,1.1,1.1,1,0.7,0.7,0.9,1,1,1.1,5.8,6.6,6.8,6.1,6.9,7.3,6.6,5.6,5.1,5.4,3.8,3,2,1.3
E07000111,Sevenoaks,6,7.2,6.9,1.2,1.2,1.2,1.1,0.8,0.8,0.8,0.8,1,0.9,4.8,5.4,5.7,6.6,6.9,7.7,7.2,5.7,5.4,5.7,3.8,2.8,1.7,0.8,5.6,6.2,6.3,1.2,1.1,1.1,1,0.7,0.6,0.7,0.8,0.9,0.9,4.7,5.2,6.2,6.5,7.2,7.6,6.7,5.9,5.7,6,4.2,3.3,2.3,1.5
E07000113,Swale,6.4,7,6.6,1.2,1.1,1.2,1.1,1.1,1,1.2,1.2,1.2,1.2,6.3,6.1,6,5.6,6.5,7.2,6.8,6,5.3,5.4,3.5,2.3,1.1,0.5,5.9,6.4,6.1,1.1,1.1,1.1,1.1,0.9,0.9,1,1.1,1.1,1.1,5.8,6.3,6.5,5.8,6.5,7.4,6.9,5.7,5.3,5.8,3.8,2.7,1.8,1
E07000114,Thanet,6,6.6,6.6,1.2,1.2,1.2,1.1,1,1,1.1,1.1,1.1,1.1,5.7,5.3,5.4,5.2,6.2,6.8,6.8,6.3,6.3,6.6,4.3,2.8,1.5,0.7,5.2,5.8,5.6,1,1,1,1,0.8,0.8,1,1,1,0.9,5.1,5.7,5.9,5.4,6.2,7,6.8,6.4,6.4,6.8,4.7,3.5,2.3,1.6
E07000115,Tonbridge and Malling,6.3,7,7,1.4,1.5,1.4,1.2,0.9,0.8,0.9,1,1.1,0.9,5.2,5.5,5.9,6.4,7.5,7.6,7,5.7,4.9,5,3.4,2.5,1.3,0.5,5.7,6.2,6.3,1.2,1.1,1.2,1.2,0.8,0.7,0.9,0.9,0.9,1.1,5.5,5.8,6.7,6.6,7.5,7.5,6.7,5.4,4.8,5.3,4,2.9,1.8,1.1
E07000116,Tunbridge Wells,5.6,6.6,7.2,1.4,1.3,1.2,1.2,0.6,0.8,0.8,0.8,0.9,1.1,4.6,6,6.7,6.8,7.9,8.1,6.9,5.6,4.7,5,3.4,2.3,1.5,0.8,5.1,6.2,6.8,1.4,1.3,1.2,1.2,0.8,0.5,0.7,0.8,0.8,0.9,4.7,5.6,6.6,6.6,7.6,7.8,6.7,5.6,5.1,5.3,3.8,2.9,2.3,1.8
E07000177,Cherwell,6.6,6.8,6.3,1.1,1.1,1,1.1,1,0.8,0.9,1,1,1,5.8,6.7,7.3,6.4,6.9,7.4,7,5.7,4.7,4.7,3.3,2.3,1.3,0.6,6,6.1,6.2,1.1,1.2,1,1,0.7,0.7,0.7,0.9,1,1,5.4,6.8,7.2,6.5,7.1,7.4,6.8,5.6,5,5,3.6,2.9,1.8,1.2
E07000178,Oxford,5.5,5.8,5.7,1,1,0.9,1.3,3.2,3.8,4.2,3.3,2.8,2.8,12.1,5.9,6.1,5.3,4.8,5,4.6,3.8,3.2,3,2,1.5,0.9,0.5,5.3,5.8,5.5,1,1,0.9,1.4,3.5,4.3,3.9,3.1,2.4,2.5,9.3,5.1,6.3,5.1,5.2,5.2,5,4.1,3.6,3.3,2.6,2,1.4,1.1
E07000179,South Oxfordshire,5.9,6.6,6.3,1.2,1.1,1.1,1.1,0.9,0.7,0.8,0.9,1.2,1.1,5.3,5.9,6.1,6.2,7.2,7.7,7.2,5.8,5,5.4,3.8,2.9,1.6,0.7,5.3,6.1,6,1.1,1.1,1.1,1.1,0.7,0.6,0.6,0.8,0.9,0.8,4.6,5.3,6.4,6.5,7.5,7.9,7,5.9,5.4,5.8,4.5,3.3,2,1.5
E07000180,Vale of White Horse,6.1,6.5,6.1,1.4,1.3,1.3,1.1,0.9,0.8,0.8,1,1.1,1.2,5.6,6.5,6.4,6.5,6.8,7.3,6.8,5.7,5.1,5.3,3.6,2.6,1.5,0.7,5.6,6,5.8,1.1,1,0.9,1.1,0.9,0.7,0.7,0.9,0.9,1.1,5.3,6.5,6.7,6.5,6.8,7.1,6.8,5.8,5.3,5.5,4.1,3.2,2.1,1.5
E07000181,West Oxfordshire,5.4,6.5,6.1,1.2,1.1,1.1,1,0.8,0.7,0.8,1,1.1,1.1,5.8,6.4,6.3,5.8,7,7.2,7.1,6,5.3,5.5,3.9,2.8,1.6,1,5,6,5.6,1,1.1,1,1,0.8,0.6,0.7,0.9,0.9,1,4.9,5.8,6.2,6,7.1,7.5,7.3,6.1,5.8,6,4.4,3.3,2.4,1.6
E07000207,Elmbridge,6.8,8.1,7.5,1.3,1.2,1.4,1.2,0.7,0.6,0.6,0.8,0.9,0.9,3.9,4.3,6,8,8.2,8,7.1,5.3,4.5,4.6,3,2.4,1.5,1,6.2,7.4,6.4,1.3,1.1,1.2,1,0.5,0.5,0.7,0.7,0.9,0.8,3.7,4.7,7.1,7.9,7.9,7.8,7,5.3,4.8,4.9,3.6,2.9,2.1,1.7
E07000208,Epsom and Ewell,6.7,7.2,7,1.2,1.2,1.3,1.3,1,0.9,0.9,0.9,1,1.2,5.1,5.3,6.4,7.6,7.4,7.4,7,5.2,4.5,4.7,3.2,2.3,1.5,0.7,5.9,6.6,6.2,1,1.2,1.2,1.2,1.1,1,1,1,1,0.9,5,5.4,7.1,7.2,7.4,7.3,6.5,5.1,4.9,5,3.7,2.9,1.9,1.2
E07000209,Guildford,5.1,6,5.9,1.1,1,1,1.3,2.3,2.4,2,2,1.9,1.8,8.7,6.3,5.8,5.9,6.6,6.5,6.1,5,4.1,4.3,2.9,2.1,1.2,0.6,4.6,5.6,5.7,1.1,1.1,1,1.3,2.2,2.2,2.1,2,1.9,1.7,7.5,5.6,6.1,6.1,6.4,6.6,6.2,5.2,4.4,4.6,3.2,2.7,1.9,1.3
E07000210,Mole Valley,5,6.1,6.3,1.3,1.1,1.2,1.2,0.7,0.7,0.7,1,1.2,1.2,4.6,4.4,5.1,6.1,7.3,8.2,7.9,6.7,5.8,5.9,4.1,3.3,2,1,4.5,5.4,5.8,1.2,1.2,1.2,1,0.7,0.6,0.6,0.9,0.9,0.9,4.2,4.4,5.3,6.5,7.2,8,7.6,6.5,5.7,6.4,4.8,3.8,2.7,1.8
E07000211,Reigate and Banstead,6.5,7.1,6.7,1.2,1.2,1.1,1.1,0.7,0.7,0.8,1,1,1,5.5,6.1,6.8,7.4,7.5,7.5,7,5.4,4.5,4.6,3.1,2.3,1.3,0.8,6.2,6.6,5.9,1.1,1.2,1.1,1,0.7,0.6,0.7,0.9,1,0.9,5.2,6.2,7.3,7.4,7.1,7.2,6.6,5.3,4.8,4.9,3.5,2.7,2.2,1.6
E07000212,Runnymede,5.8,5.8,5.6,0.9,1,0.9,1.2,1.9,2.1,2,1.8,1.6,1.7,8.5,6.4,6.1,6.2,6.3,6.6,6.6,5.1,4.1,4.3,3.1,2.2,1.5,0.7,5.4,5.3,5.1,0.9,0.9,0.9,1.2,2.4,2.5,2.2,1.8,1.5,1.5,8.1,6.4,6.1,5.9,6.4,6.4,6.2,4.8,4.3,4.4,3.2,2.8,1.9,1.3
E07000213,Spelthorne,6.4,6.7,6.4,1.2,1.1,1,1,0.9,0.8,1,1.1,1,1.2,5.4,6,7.1,7,7.2,7.3,7.3,5.6,4.6,4.6,3.3,2.6,1.4,0.7,6.1,6.1,5.6,1,1,0.9,1,0.8,0.8,0.8,0.9,1,1.1,5.3,6.6,7.4,7.1,7.2,7.5,6.7,5.5,4.7,5,3.8,3.1,2,1.3
E07000214,Surrey Heath,5.6,6.4,6.7,1.3,1.3,1.2,1.2,0.8,0.8,0.9,1.1,1.2,1.1,5.2,5.3,6.3,6.6,7.9,7.9,7.3,5.9,4.6,5,3.7,2.6,1.5,0.7,5.1,6.1,6.1,1.2,1.1,1.2,1,0.7,0.7,0.7,1,1,1.1,4.8,5.4,6.4,6.7,7.8,7.7,7.2,5.8,4.9,5.2,4,3.2,2.4,1.4
E07000215,Tandridge,6.2,6.5,6.4,1.2,1.2,1.1,1.2,0.8,0.8,0.8,1,1.1,1,4.8,5.3,5.9,6.5,7.1,7.9,7.6,5.9,5.1,5.5,3.6,2.7,1.6,1,5.4,6,6,1.2,1.1,1.1,1.1,0.7,0.8,0.7,0.8,0.9,0.9,4.6,5.8,6.7,6.4,7.1,7.7,7.1,5.9,5.3,5.8,4.3,2.9,2.3,1.7
E07000216,Waverley,5.7,6.7,7.1,1.4,1.5,1.5,1.5,1,1.1,1.1,0.9,1.2,0.9,4.2,4.3,5.3,6.3,7.6,7.7,6.9,5.8,5,5.5,4,3,1.9,1,5.2,6.2,6.2,1.3,1.2,1.2,1.3,0.7,0.7,0.8,0.8,0.8,0.8,3.6,4.4,6.2,6.9,7.5,7.5,6.8,5.8,5.4,5.9,4.5,3.7,2.6,2
E07000217,Woking,6.8,7.5,6.9,1.1,1.1,1.2,1.1,0.7,0.7,0.8,0.9,0.9,1,4.9,6.2,7,8.4,7.5,7.3,6.3,5.5,4.6,4.3,2.9,2.2,1.3,0.8,6.4,6.9,6.4,1.2,1.1,1,1.1,0.6,0.6,0.7,0.8,0.9,0.9,5.1,6,7.8,7.7,7.4,7.2,6.4,5.2,4.6,4.5,3.3,2.7,2,1.4
E07000223,Adur,5.7,6.8,6.1,1.1,1.2,1.1,0.9,0.9,0.9,1,0.9,1,0.9,5,5.4,5.7,6.3,7.2,7.7,6.8,5.8,5.5,5.9,4.4,3,1.7,0.9,5.3,5.9,5.2,0.9,0.9,1,0.9,0.8,0.7,0.6,0.7,0.8,0.8,4.4,5.5,6.4,6.5,7.2,7.2,6.7,6,5.9,6.7,4.8,4,2.5,1.5
E07000224,Arun,5.2,5.8,5.5,1,1,0.9,0.9,0.8,0.9,0.9,1,1,1.1,5.2,5,5.1,5.1,6.1,7.2,6.9,6.4,6.6,7.7,5.4,3.9,2.3,1.1,4.5,4.9,4.7,0.9,0.9,0.9,0.9,0.7,0.8,0.8,0.8,0.8,0.9,4.5,5,5.3,5,6.2,7.1,7.1,6.8,7,8.1,5.8,4.6,3,2.2
E07000225,Chichester,4.9,5.8,5.8,1.1,1,1,1.1,1,1.2,1.3,1.1,1.1,1,5.2,4.5,4.7,4.8,6.1,7.3,7.4,6.9,6.5,6.9,5.2,3.6,2.3,1.1,4.4,5.1,5.2,0.9,0.9,0.9,0.9,1.1,1.2,1.1,0.9,0.8,0.7,4.3,4.3,5,5.1,6.3,7.1,7.5,7.1,6.7,7.5,5.5,4.2,3,2.1
E07000226,Crawley,7.3,7.8,6.6,1.2,1.2,1.2,1.2,0.9,0.9,1,1.2,1.2,1.2,6.5,7.7,8.5,7.4,7.2,6.8,6.1,5,3.9,3.2,2.1,1.5,0.9,0.6,6.7,7,6.3,1.1,1.1,1,1,0.9,0.8,0.8,0.9,1,1,6.9,8.2,8.4,7.2,6.7,6.5,6,5.2,4.1,3.8,2.4,2,1.8,1
E07000227,Horsham,5.4,6.2,6.4,1.2,1.2,1.1,1.2,0.9,0.8,0.7,0.9,0.9,1,5,5.1,5.6,5.9,7,7.9,7.7,6.3,5.9,6,4.2,2.9,1.7,0.8,4.8,5.5,5.9,1.1,1.1,1.1,1,0.7,0.6,0.7,0.8,0.9,1,4.7,5.2,5.9,6.3,7,8,7.5,6.4,5.9,6.1,4.5,3.5,2.4,1.6
E07000228,Mid Sussex,5.8,6.9,6.6,1.3,1.3,1.1,1.1,0.9,0.7,0.8,0.9,1,0.9,4.8,5.5,6.4,6.8,7.6,7.8,7,5.8,5.2,5.3,3.6,2.5,1.6,0.8,5.3,6.3,6.1,1.1,1.1,1.1,1,0.7,0.5,0.6,0.8,0.8,1,4.8,5.8,6.8,6.9,7.6,7.3,6.8,5.7,5.4,5.7,4.1,3.1,2.3,1.5
E07000229,Worthing,5.5,6.2,6.1,1.2,1,1.1,1.1,0.8,0.8,0.9,1,1.1,0.9,5.3,5.8,6.3,6.4,7.2,7.9,7,5.9,5.2,5.9,3.8,2.9,1.8,0.9,4.9,5.4,5.3,1,0.9,0.9,0.9,0.7,0.7,0.8,0.9,1,0.9,5,5.7,6.5,6.3,7.1,7.4,7,5.8,5.6,6.2,4.4,3.8,2.7,2
E06000022,Bath and North East Somerset,5,5.7,5.6,1,1.1,1,1.3,2.6,2.7,2.2,2.5,2.1,1.8,8.3,5.9,5.2,5,6,6.5,6,5.2,4.6,4.8,3.2,2.5,1.4,0.7,4.6,5.2,5.3,1,0.9,1,1.3,2.4,2.8,2.2,2.2,1.6,1.5,7.3,5.3,5.3,5.3,6.2,6.4,6.4,5.3,5.1,5.2,3.8,3.1,2.1,1.4
E06000058,"Bournemouth, Christchurch and Poole",5.2,6,5.6,1,1,1,1.1,1.5,1.6,1.5,1.5,1.3,1.1,6.1,6.1,6.7,6.2,6.6,7,6.5,5.5,5.1,5.5,3.7,2.9,1.7,0.9,5,5.5,5.2,1,1,0.9,1,1.3,1.5,1.5,1.3,1.1,1,5.5,6,6.5,5.8,6.3,6.7,6.5,5.7,5.6,5.9,4.2,3.5,2.7,1.8
E06000023,"Bristol, City of",6.3,6.2,5.4,1,1,0.9,1,1.7,2.2,2.2,2.2,2.1,2.1,11.3,9.5,7.5,6.1,5.4,5.4,4.7,4,3.5,3.2,2.2,1.6,0.9,0.5,5.9,6,5.3,0.9,0.9,0.9,1.1,1.9,2.4,2.4,2.2,2.1,2.2,10.7,8.5,7.1,5.5,5.4,5.3,5,4.2,3.7,3.4,2.5,2,1.5,1.1
E06000052,Cornwall,5.2,6,5.8,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1.1,5.1,4.9,5.2,5.2,6.3,7.2,7.4,6.9,6.7,7.1,4.6,3,1.6,0.8,4.5,5.4,5.2,1,0.9,1,1,1,1,1,1,1,0.9,4.7,5,5.4,5.3,6.7,7.4,7.5,7,6.8,7.2,4.9,3.5,2.3,1.5
E06000059,Dorset,4.4,5.3,5.7,1.1,1.2,1.1,1.1,0.9,0.8,0.8,0.9,0.9,0.9,4.8,4.7,4.5,5,6.2,7.2,7.7,7.2,7.1,7.8,5.5,3.8,2.2,1.1,4,4.9,5.2,1,1,1,1,0.7,0.6,0.6,0.7,0.7,0.8,4,4.5,4.8,4.9,6.3,7.3,7.8,7.4,7.6,8.1,5.7,4.3,2.9,2
E06000053,Isles of Scilly,2.9,5.8,4.9,0.7,0.8,0.6,0.9,0.4,1.1,0.1,1.3,1.7,1.3,5.5,5.9,5.4,6.1,4.6,9,8.2,7.5,6.6,6.4,5.4,3.1,1.7,1.9,5.3,4.5,3.8,0.7,0.2,0.1,0.5,1.2,1.4,0,1.1,2,0.9,6.2,5.3,7.4,5.6,8,5.9,6.3,6.9,5.8,8.4,4.5,4,2,2.2
E06000024,North Somerset,5.6,6.4,6.2,1.2,1.1,1.1,1.1,0.9,0.9,0.8,0.9,1,1,4.8,5.3,5.9,6,7,7.4,7.1,6,5.8,6.5,4.5,3.1,1.7,0.8,5,5.8,5.4,1.1,1,1,1,0.8,0.7,0.7,0.9,0.9,1,4.6,5.4,6.1,6,6.8,7.3,6.8,6.1,6.1,6.8,4.7,3.7,2.5,1.7
E06000026,Plymouth,5.8,6.2,5.6,1.1,1,1,1.1,1.5,2,1.9,1.9,1.7,1.5,7.8,6.6,6.4,5.4,5.9,6.5,6.3,5.6,4.7,4.9,3.3,2.3,1.3,0.6,5.4,6,5.4,1,1,0.9,1.1,1.7,2.1,2,1.7,1.3,1.3,6.4,6.3,6.4,5.3,6.2,6.8,6.4,5.5,5.1,5.3,3.7,2.9,1.9,1.2
E06000025,South Gloucestershire,6,6.3,6,1.1,1,1,1.1,1.3,1.4,1.3,1.3,1.2,1.4,6.5,6.7,6.6,6.1,6.8,7.3,6.8,5.2,4.7,4.7,3.6,2.5,1.4,0.6,5.5,5.9,5.7,1,1,1,1.1,1.2,1.2,1,1.1,1.2,1.2,6.3,6.9,6.7,6,6.7,7.3,6.5,5.3,4.9,5.1,4,3,1.9,1.3
E06000030,Swindon,6.5,7,6.3,1.1,1.2,1.1,1.1,1,0.9,1,1,1.1,1,5.9,6.6,7.3,6.9,7.7,7.6,7,5.5,4.6,4.1,2.7,1.9,1.1,0.5,6.2,6.7,6,1.1,1.1,1,1.1,0.9,0.9,0.9,0.9,1,1.1,6,7.2,7.4,6.4,7.2,7.3,6.7,5.5,4.8,4.5,3.2,2.4,1.6,1
E06000027,Torbay,5.2,5.9,5.5,1,1.1,1,0.9,0.9,0.9,0.9,1,1.1,1,5.3,5.3,4.9,4.6,6.4,7.3,7.6,7,6.6,7.4,5,3.4,1.9,0.9,4.7,5.4,4.9,1,0.9,0.9,0.8,0.8,0.7,0.8,0.8,0.8,0.9,4.7,5.1,5.1,5,6.3,7.4,7.5,6.9,6.9,7.4,5.4,4,2.7,1.9
E06000054,Wiltshire,5.6,6.5,6.3,1.2,1.2,1.2,1.1,0.9,0.9,0.9,1,1,1,5.5,6,5.8,5.7,7,7.6,7.4,6.1,5.6,5.7,3.9,2.7,1.5,0.7,5.1,6,6,1.2,1.1,1.1,1.1,0.8,0.6,0.7,0.9,0.9,0.9,4.8,5.5,6,5.9,7.3,7.7,7.2,6.3,5.8,6,4.3,3.2,2.2,1.5
E07000040,East Devon,4.6,5.7,5.7,1,1,1,1.1,0.9,0.7,0.8,0.9,0.8,0.9,4.8,4.9,4.7,4.9,5.9,7.1,6.9,6.9,7.3,7.9,5.8,4,2.4,1.2,4.2,4.9,5,0.9,0.9,0.9,0.9,0.6,0.5,0.7,0.7,0.7,0.7,4,4.5,4.9,4.9,6.3,7.1,7.3,7.2,7.3,8.4,6,4.6,3.3,2.4
E07000041,Exeter,5,5.4,4.8,0.9,0.9,0.9,1.2,3.2,3.5,3,2.6,2.2,1.9,10.7,7.7,6.4,5.4,5.6,5.6,5.1,4.4,3.8,3.8,2.6,1.9,1,0.5,4.7,4.9,4.6,0.8,0.8,0.8,1.2,3.7,3.9,3.3,2.4,1.6,1.5,9.1,6.4,5.9,5.2,5.3,5.8,5.2,4.6,4.4,4.4,3.3,2.6,2,1.6
E07000042,Mid Devon,5.2,6.3,6.8,1.2,1.2,1.2,1.2,0.9,0.8,1,1,1.1,0.9,5,4.6,5.4,5.3,6.7,7.4,7.5,6.5,6.6,6.5,4.4,2.8,1.5,0.8,4.8,5.7,5.8,1.1,1.1,1,0.9,0.8,0.8,0.7,0.8,1,0.9,4.7,5.5,5.5,5.6,6.8,7.7,7.5,6.6,6.4,6.3,4.5,3.2,2.3,1.5
E07000043,North Devon,5.2,6.1,5.8,1.1,1.1,1.1,1.1,0.9,0.8,0.9,0.9,0.9,1,5.5,5.3,5.3,5.2,6.5,7.3,7.5,6.8,6.4,6.9,4.6,3.3,1.8,0.8,4.7,5.5,5.4,1.1,0.9,0.9,0.9,0.8,0.6,0.7,0.8,1.1,0.9,4.7,5,5.3,5.3,6.5,7.6,7.6,7,6.4,7.2,5.2,3.6,2.4,1.8
E07000044,South Hams,4.3,5.5,5.7,1.1,1.1,1,1.1,0.9,0.7,0.7,0.9,1.1,0.9,4.4,4.4,4.6,5,5.9,7.5,8.2,7.8,7.6,8,5.2,3.6,1.9,1,3.9,5,5.2,0.9,1.1,0.9,1,0.8,0.6,0.5,0.6,0.7,0.7,3.7,4.3,5,5.2,6.4,8,8.4,7.8,7.8,8.1,5.4,3.8,2.6,1.5
E07000045,Teignbridge,4.9,5.8,5.6,1,1.1,1,1.1,0.9,0.8,0.8,0.9,1,0.8,4.8,5.3,5.2,5.2,6.3,7.6,7.9,7,7,7.4,4.8,3,1.9,0.9,4.4,5,4.8,0.9,0.9,0.9,0.9,0.7,0.6,0.7,0.7,0.7,0.9,4.8,5.2,5.3,5.2,6.3,7.6,8,7.2,7.2,7.4,5.1,3.8,2.5,2.2
E07000046,Torridge,4.7,5.7,5.6,1.1,1.1,1,1,0.9,0.8,0.8,1,1,0.9,4.9,4.6,4.7,4.7,6,7.5,7.8,7.8,7.8,7.7,5.3,3.3,1.9,0.8,4.1,5.2,4.9,0.8,1.1,0.9,0.9,0.8,0.7,0.6,0.7,0.7,0.9,4.5,4.8,4.8,5.1,6.4,7.3,8.1,8,8,7.7,5.2,3.7,2.5,1.6
E07000047,West Devon,4.4,5.3,5.8,1.2,1,1.1,1,0.8,0.9,0.7,0.8,1,0.8,4.4,4.6,4.8,4.6,6.3,7.7,8.3,7.7,7.3,7.9,5.3,3.4,2,0.9,3.9,5,5.3,1,1,0.9,1,0.6,0.6,0.6,0.7,0.7,0.8,3.8,4.5,5,5,6.3,8,8.6,7.6,7.5,8,5.3,3.9,2.6,1.9
E07000078,Cheltenham,5.5,5.9,5.8,1.2,1.1,1.1,1.1,1.3,1.4,1.5,1.3,1.2,1.1,6.6,6.9,7.2,6.2,6.5,7.1,6.6,5.4,4.8,4.8,3.2,2.6,1.5,0.8,5.1,5.5,5.4,1.2,1.2,1.1,1.2,1.2,1.4,1.4,1.4,1.3,1.3,6.2,6.5,6.5,5.7,6.2,6.6,6.6,5.3,5.2,5.3,4,3.2,2.3,1.6
E07000079,Cotswold,5,5.6,5.6,1.1,1.1,0.9,1.1,0.9,1,1,1,1,0.9,4.6,4.4,5,5.3,7.1,8.1,7.7,7.1,6.8,6.7,4.9,3.3,1.9,0.9,4.4,5,5.3,1.1,1,0.9,1,0.7,0.9,0.9,0.8,0.8,0.8,4,4.7,5.3,5.7,7,7.9,8,6.8,6.8,7,5.1,3.8,2.6,1.7
E07000080,Forest of Dean,5.1,5.4,5.4,1,1,1.3,1.3,1.1,1,1.2,1.1,1.1,1.1,5.2,4.7,4.6,5,6.6,8.1,7.8,6.9,7,6.8,4.9,3,1.5,0.6,4.5,5.3,5.1,1.1,1,1.3,1.2,1.2,1,0.8,1,0.9,0.9,4.7,4.8,5.1,4.9,6.8,8,7.7,7,7,6.9,4.7,3.4,2.1,1.5
E07000081,Gloucester,6.6,6.8,6.2,1.1,1.1,1.1,1.2,1.2,1.3,1.2,1.2,1.4,1.2,6.4,6.9,7,6.3,6.9,7.2,6.7,5.5,4.4,4.2,3,2.1,1.1,0.5,6.1,6.4,5.8,1.1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.1,1.1,6.3,7.3,6.9,5.8,6.5,7.2,6.5,5.4,4.8,4.7,3.5,2.5,1.7,1.2
E07000082,Stroud,5,6.1,6.3,1.2,1.2,1.2,1.1,1,0.9,0.9,0.9,0.9,1.1,4.8,4.8,5.5,6,7.6,7.9,7.6,6.7,6.1,6,4.2,2.8,1.5,0.5,4.7,5.5,5.7,1.1,1.1,1.1,1.1,0.8,0.6,0.7,0.7,0.9,0.9,4.7,5.1,5.5,6,7.5,7.8,7.7,6.6,6.3,6.4,4.4,3.4,2.3,1.2
E07000083,Tewkesbury,6.3,6.6,6,1.1,1.1,1,1,0.9,0.8,0.8,0.9,0.8,1,5.4,5.8,6.3,6,6.7,7.6,7,6.1,5.8,5.9,4.1,2.9,1.4,0.7,5.5,5.9,5.2,1.1,1,0.9,0.9,0.7,0.7,0.7,0.8,0.9,1,5.5,6.3,6.4,5.8,6.6,7.3,7.1,6.3,6.1,5.9,4.5,3.3,2.1,1.5
E07000187,Mendip,5.3,5.9,6.4,1.4,1.3,1.3,1.2,1,0.9,0.9,0.9,1,1,5.1,4.8,5.2,5.2,6.7,7.8,7.7,6.6,6.4,6.3,4.2,2.9,1.6,0.8,4.9,5.5,5.6,1.1,1.1,1.1,1,0.8,0.6,0.7,0.9,0.9,0.9,4.4,5.5,5.4,5.5,7.1,8,7.4,6.7,6.4,6.4,4.6,3.3,2.2,1.7
E07000188,Sedgemoor,5.5,6.1,5.9,1.2,1.2,1.1,1.1,1,0.9,0.9,1.1,1,1,5.3,5.3,5.3,5,6.5,7.6,7.6,6.6,6.4,6.5,4.3,3,1.6,0.8,4.8,5.7,5.5,1,1.1,1,1.1,0.8,0.8,0.8,0.9,1,0.9,5.1,5.5,5.4,5.2,6.5,7.7,7.5,6.5,6.5,6.6,4.7,3.3,2.3,1.8
E07000246,Somerset West and Taunton,5.2,5.9,5.8,1.1,1.1,1.1,1,0.8,0.9,0.9,0.9,1.1,1,5.4,5.6,5.3,4.9,6.1,7.2,7.3,6.8,6.8,6.8,4.6,3.3,2,1,4.7,5.3,5.3,1,1,1,0.9,0.8,0.7,0.7,0.9,0.9,0.9,5.1,5.4,5.4,5.2,6.4,7.2,7.4,6.7,6.8,6.8,5,3.7,2.8,2.1
E07000189,South Somerset,5.2,5.9,6,1.1,1.1,1,1,0.9,0.8,1,1,1.1,0.9,5.3,5.7,5.1,5.2,6.2,7.2,7.3,6.7,6.8,6.8,4.8,3.2,1.7,0.8,4.9,5.6,5.5,1,1.1,1,1,0.8,0.6,0.7,0.8,0.8,1,4.8,5.4,5.2,5.2,6.4,7.3,7.4,6.7,6.9,7.1,5.1,3.6,2.5,1.8
